account_id,customer_id,account_type,open_date
1781,2778,Savings,2024-11-04
1782,1402,Savings,2025-09-18
1783,8087,Savings,2024-12-20
1784,906,Current,2024-07-16
1785,530,Credit,2023-10-03
1786,8012,Credit,2024-09-24
1787,7079,Savings,2025-02-01
1788,4619,Current,2023-03-19
1789,3722,Credit,2023-12-10
1790,8579,Current,2025-07-20
1791,2622,Savings,2025-10-06
1792,6727,Current,2024-07-08
1793,573,Current,2025-01-24
1794,644,Savings,2023-11-23
1795,4072,Savings,2025-05-30
1796,8072,Current,2025-05-25
1797,7014,Credit,2023-03-23
1798,9485,Credit,2024-01-02
1799,5606,Savings,2024-01-01
1800,5683,Current,2025-05-04
1801,555,Savings,2024-10-22
1802,3394,Credit,2023-06-05
1803,9136,Savings,2024-03-13
1804,4569,Savings,2023-08-26
1805,9186,Savings,2023-01-16
1806,3460,Current,2025-04-30
1807,1122,Savings,2024-11-04
1808,5531,Current,2023-09-17
1809,5110,Savings,2023-08-24
1810,56,Savings,2024-12-18
1811,9949,Savings,2024-02-05
1812,8850,Savings,2023-04-07
1813,8452,Savings,2025-11-04
1814,4737,Current,2025-08-21
1815,2610,Savings,2024-07-11
1816,3910,Savings,2024-11-28
1817,404,Current,2023-02-15
1818,795,Savings,2025-06-21
1819,1562,Current,2025-10-27
1820,9376,Credit,2023-06-24
1821,7424,Savings,2025-05-25
1822,6796,Current,2025-03-19
1823,5493,Current,2023-02-21
1824,9945,Savings,2025-01-10
1825,5000,Current,2024-02-22
1826,6199,Savings,2025-06-17
1827,5198,Savings,2024-11-14
1828,3563,Current,2023-02-15
1829,1695,Current,2023-01-19
1830,856,Credit,2023-02-28
1831,9488,Current,2024-12-24
1832,4756,Savings,2024-04-06
1833,3622,Current,2023-04-17
1834,4207,Current,2024-04-22
1835,1039,Current,2025-07-03
1836,4597,Credit,2024-04-01
1837,4514,Credit,2023-04-12
1838,4371,Savings,2023-02-24
1839,7662,Savings,2023-01-14
1840,5317,Current,2023-06-08
1841,3448,Current,2025-11-27
1842,5851,Current,2023-11-30
1843,7231,Savings,2025-02-21
1844,3433,Savings,2025-05-12
1845,7117,Savings,2024-10-15
1846,5230,Current,2023-08-13
1847,2242,Savings,2023-03-31
1848,7819,Current,2025-01-27
1849,6999,Credit,2023-08-15
1850,4895,Savings,2025-07-12
1851,6445,Savings,2025-10-16
1852,3016,Savings,2025-09-28
1853,6816,Savings,2023-01-21
1854,4865,Savings,2025-08-23
1855,9677,Savings,2025-08-06
1856,4235,Current,2024-02-10
1857,4957,Savings,2023-09-08
1858,2340,Current,2024-03-28
1859,8527,Credit,2023-05-17
1860,6843,Savings,2023-11-23
1861,1859,Credit,2025-12-07
1862,1208,Savings,2025-05-18
1863,925,Savings,2024-12-13
1864,2946,Current,2024-02-26
1865,5382,Savings,2023-08-19
1866,5430,Savings,2024-10-04
1867,4440,Savings,2025-05-22
1868,7592,Credit,2024-05-13
1869,5893,Savings,2025-05-30
1870,5946,Current,2025-03-18
1871,7692,Current,2024-06-06
1872,4028,Savings,2024-08-11
1873,4296,Savings,2025-05-19
1874,7480,Savings,2023-02-06
1875,4662,Savings,2024-09-30
1876,2399,Savings,2023-04-04
1877,28,Savings,2023-03-22
1878,1899,Savings,2023-04-21
1879,7301,Savings,2024-02-24
1880,2428,Current,2023-07-30
1881,1626,Savings,2024-03-29
1882,2037,Credit,2023-12-07
1883,9503,Savings,2025-06-13
1884,3356,Current,2025-04-20
1885,7047,Credit,2025-07-30
1886,3721,Savings,2023-01-18
1887,4903,Current,2025-10-29
1888,5237,Savings,2025-06-12
1889,8281,Credit,2025-04-25
1890,8314,Current,2024-10-25
1891,4962,Savings,2024-05-12
1892,33,Current,2023-06-05
1893,4699,Current,2023-07-18
1894,8888,Savings,2024-08-17
1895,3842,Current,2025-08-18
1896,8717,Current,2024-10-08
1897,5445,Savings,2025-01-09
1898,6178,Credit,2024-07-28
1899,8439,Savings,2023-05-02
1900,3927,Current,2025-11-03
1901,2960,Savings,2025-12-17
1902,2228,Credit,2024-08-08
1903,1394,Current,2025-05-12
1904,2024,Current,2024-03-10
1905,6065,Credit,2025-07-23
1906,7563,Savings,2025-08-27
1907,6640,Savings,2023-11-16
1908,2479,Current,2023-02-06
1909,7375,Savings,2023-02-08
1910,7930,Savings,2025-07-18
1911,4460,Current,2025-07-06
1912,6454,Current,2025-08-02
1913,9174,Savings,2025-09-03
1914,8419,Credit,2024-01-06
1915,1267,Current,2023-03-20
1916,2058,Credit,2025-09-21
1917,7997,Credit,2024-01-08
1918,2942,Savings,2025-04-06
1919,157,Current,2025-07-28
1920,6999,Savings,2024-12-01
1921,761,Credit,2023-09-29
1922,8966,Current,2024-08-01
1923,6408,Savings,2023-07-11
1924,9745,Credit,2024-03-28
1925,6732,Current,2024-12-16
1926,958,Credit,2024-05-06
1927,254,Savings,2024-10-21
1928,7886,Credit,2024-04-01
1929,1570,Current,2024-11-30
1930,7494,Current,2024-12-03
1931,7506,Credit,2025-12-24
1932,6884,Current,2025-07-17
1933,5007,Current,2025-05-28
1934,9000,Savings,2025-03-18
1935,5769,Credit,2023-12-18
1936,4917,Current,2023-09-14
1937,9974,Credit,2023-11-02
1938,9414,Savings,2025-09-20
1939,7542,Savings,2025-05-07
1940,6708,Savings,2024-02-21
1941,3201,Current,2023-08-09
1942,6558,Savings,2023-11-04
1943,7548,Savings,2025-02-17
1944,9072,Current,2023-11-19
1945,5089,Savings,2023-05-31
1946,1,Credit,2023-10-18
1947,167,Current,2025-10-13
1948,2064,Credit,2023-03-18
1949,8304,Savings,2024-10-10
1950,1126,Savings,2025-05-18
1951,2642,Savings,2025-08-31
1952,1430,Current,2025-07-04
1953,6102,Savings,2023-01-16
1954,1635,Savings,2025-02-06
1955,8863,Credit,2025-01-29
1956,3112,Savings,2024-08-15
1957,1691,Current,2024-05-04
1958,7716,Current,2023-04-13
1959,6641,Savings,2024-05-09
1960,3958,Current,2023-03-03
1961,9157,Current,2023-04-09
1962,281,Savings,2024-06-18
1963,4447,Savings,2023-11-15
1964,2809,Credit,2025-03-10
1965,5403,Savings,2023-12-06
1966,1965,Current,2024-08-28
1967,823,Current,2025-08-05
1968,9630,Savings,2024-06-28
1969,2062,Credit,2023-11-26
1970,5176,Savings,2023-10-30
1971,3866,Savings,2023-09-24
1972,4295,Current,2023-05-31
1973,9657,Savings,2023-01-05
1974,78,Current,2024-02-06
1975,2160,Credit,2024-09-15
1976,3188,Savings,2025-04-05
1977,9358,Savings,2023-04-24
1978,7136,Savings,2023-01-22
1979,790,Credit,2024-04-15
1980,1564,Savings,2025-12-14
1981,1323,Savings,2023-03-06
1982,6674,Current,2023-05-27
1983,1503,Savings,2024-09-01
1984,7117,Savings,2023-01-18
1985,9684,Credit,2023-11-26
1986,1660,Savings,2024-12-14
1987,9508,Savings,2025-07-06
1988,3063,Savings,2024-10-09
1989,8317,Credit,2023-05-01
1990,3063,Savings,2024-07-09
1991,8711,Savings,2023-01-03
1992,2071,Savings,2025-02-03
1993,4258,Credit,2024-12-30
1994,2554,Savings,2023-01-24
1995,1045,Savings,2023-01-01
1996,9980,Current,2023-01-03
1997,5958,Savings,2024-07-22
1998,4579,Current,2024-07-18
1999,5622,Current,2025-07-23
2000,1967,Savings,2025-12-10
2001,4970,Current,2023-01-23
2002,2251,Savings,2023-12-10
2003,8334,Savings,2023-02-19
2004,9196,Current,2025-08-20
2005,2015,Savings,2025-09-18
2006,4625,Savings,2023-02-08
2007,3609,Savings,2025-09-12
2008,6720,Credit,2024-08-04
2009,9161,Credit,2025-01-16
2010,3926,Savings,2023-10-18
2011,5869,Savings,2025-04-03
2012,805,Credit,2023-08-09
2013,1335,Current,2025-08-11
2014,668,Savings,2024-10-19
2015,385,Current,2025-12-01
2016,9801,Savings,2025-12-20
2017,3255,Current,2024-09-02
2018,3441,Credit,2025-08-03
2019,2749,Savings,2025-07-23
2020,13,Current,2024-10-25
2021,7727,Current,2024-03-12
2022,5404,Credit,2024-04-20
2023,7455,Savings,2024-10-24
2024,6152,Credit,2025-02-11
2025,6231,Savings,2025-07-03
2026,101,Savings,2024-06-07
2027,4979,Savings,2024-12-12
2028,9505,Credit,2025-06-20
2029,6535,Savings,2025-03-16
2030,4705,Credit,2023-07-13
2031,450,Savings,2023-11-06
2032,3168,Credit,2025-10-28
2033,5381,Savings,2024-01-08
2034,8313,Savings,2023-07-25
2035,3857,Current,2025-06-26
2036,1076,Current,2023-11-26
2037,4414,Savings,2024-06-20
2038,702,Current,2024-01-02
2039,3349,Savings,2025-07-28
2040,8186,Current,2025-09-22
2041,6837,Savings,2023-09-28
2042,8213,Savings,2024-07-20
2043,5835,Credit,2023-10-07
2044,2250,Savings,2023-04-23
2045,3223,Current,2024-07-12
2046,4992,Savings,2024-06-23
2047,9375,Savings,2023-04-27
2048,8119,Savings,2025-06-05
2049,2552,Savings,2025-03-11
2050,8258,Savings,2025-01-03
2051,8103,Savings,2025-09-20
2052,8664,Savings,2025-08-16
2053,2215,Savings,2025-09-01
2054,8535,Credit,2024-11-04
2055,718,Savings,2023-07-28
2056,2461,Current,2023-04-22
2057,3256,Savings,2023-08-01
2058,5791,Credit,2025-09-17
2059,5335,Savings,2025-09-07
2060,6831,Savings,2024-08-19
2061,7755,Savings,2024-07-30
2062,6941,Savings,2024-02-18
2063,3633,Credit,2023-06-09
2064,9248,Savings,2025-01-01
2065,15,Credit,2025-04-01
2066,8209,Credit,2023-07-18
2067,9972,Savings,2025-09-05
2068,1950,Savings,2024-11-08
2069,8273,Credit,2023-07-24
2070,6800,Savings,2024-09-28
2071,6580,Current,2023-08-07
2072,3080,Credit,2025-12-09
2073,8128,Current,2023-05-26
2074,9211,Current,2025-06-14
2075,8972,Credit,2023-02-25
2076,1825,Current,2024-01-02
2077,6330,Savings,2024-09-15
2078,3865,Savings,2023-12-26
2079,2514,Current,2023-11-11
2080,6711,Credit,2024-04-15
2081,8517,Current,2023-07-28
2082,3491,Current,2025-06-27
2083,8869,Savings,2024-01-17
2084,6126,Credit,2025-08-27
2085,8080,Savings,2025-12-28
2086,4889,Current,2024-03-19
2087,2705,Credit,2024-11-25
2088,9387,Savings,2024-09-08
2089,6261,Credit,2025-02-05
2090,9097,Credit,2024-11-30
2091,4598,Credit,2023-09-13
2092,2905,Savings,2024-12-09
2093,1124,Savings,2025-03-01
2094,6936,Current,2024-09-04
2095,4317,Savings,2023-09-09
2096,2271,Savings,2025-03-17
2097,2725,Credit,2025-11-20
2098,8122,Current,2025-04-01
2099,7672,Savings,2025-06-25
2100,2259,Savings,2025-04-04
2101,3863,Current,2023-07-29
2102,9123,Credit,2023-06-10
2103,3647,Savings,2025-11-28
2104,7026,Savings,2023-12-12
2105,1272,Current,2024-02-08
2106,8990,Savings,2025-02-20
2107,3464,Savings,2024-11-06
2108,8609,Current,2024-11-14
2109,4942,Savings,2025-02-17
2110,898,Current,2025-01-19
2111,8245,Credit,2025-12-27
2112,606,Savings,2025-09-02
2113,3678,Credit,2023-08-18
2114,4548,Credit,2023-10-19
2115,8653,Current,2023-03-05
2116,775,Savings,2025-07-03
2117,5257,Credit,2024-07-12
2118,5492,Credit,2024-12-16
2119,4031,Savings,2024-04-01
2120,5157,Current,2025-04-19
2121,5774,Savings,2025-11-05
2122,7176,Savings,2025-08-08
2123,3519,Savings,2025-12-30
2124,6776,Savings,2025-04-23
2125,7607,Savings,2025-02-05
2126,5379,Savings,2025-02-23
2127,6674,Credit,2024-05-08
2128,6445,Credit,2023-09-19
2129,8677,Credit,2023-07-24
2130,9380,Savings,2025-05-08
2131,3728,Current,2023-04-09
2132,3997,Credit,2025-08-04
2133,6382,Current,2025-12-20
2134,9902,Savings,2025-04-27
2135,6813,Savings,2024-01-11
2136,1990,Credit,2024-01-23
2137,4346,Savings,2024-10-02
2138,8175,Savings,2023-08-14
2139,2715,Savings,2025-05-20
2140,7047,Credit,2024-08-12
2141,4187,Savings,2023-10-06
2142,339,Current,2025-09-18
2143,9854,Savings,2024-06-30
2144,5969,Current,2023-06-23
2145,7685,Current,2023-04-14
2146,6722,Savings,2023-12-16
2147,8362,Credit,2024-10-28
2148,6506,Credit,2025-12-13
2149,6388,Savings,2023-11-10
2150,8011,Savings,2023-10-21
2151,6477,Savings,2024-09-28
2152,3013,Credit,2023-11-27
2153,7485,Savings,2023-02-05
2154,2611,Savings,2023-01-30
2155,2474,Savings,2025-08-16
2156,5256,Savings,2025-01-22
2157,2689,Savings,2025-10-02
2158,4805,Current,2023-03-29
2159,1291,Savings,2025-06-08
2160,8299,Credit,2025-04-12
2161,2608,Credit,2025-09-03
2162,8079,Savings,2024-08-01
2163,1689,Current,2025-09-04
2164,6512,Current,2023-08-26
2165,8198,Current,2023-12-02
2166,8715,Savings,2024-12-20
2167,6673,Savings,2025-04-22
2168,3344,Credit,2023-08-31
2169,66,Savings,2023-05-31
2170,3411,Current,2023-09-07
2171,2982,Current,2025-11-19
2172,5589,Savings,2025-11-02
2173,2816,Current,2024-09-14
2174,5097,Credit,2025-09-05
2175,2018,Savings,2025-05-04
2176,6674,Credit,2025-01-23
2177,1743,Savings,2025-07-09
2178,5721,Credit,2023-02-01
2179,3510,Current,2023-03-28
2180,6387,Current,2024-04-08
2181,3535,Savings,2023-04-13
2182,5137,Savings,2025-12-28
2183,5586,Credit,2024-01-28
2184,8555,Savings,2025-03-02
2185,7159,Current,2023-09-24
2186,1635,Credit,2025-06-12
2187,525,Savings,2023-08-21
2188,4927,Savings,2024-05-08
2189,1723,Credit,2025-07-15
2190,8612,Credit,2023-05-12
2191,6930,Savings,2025-02-01
2192,6158,Current,2023-01-19
2193,3865,Credit,2023-06-28
2194,1068,Savings,2025-01-10
2195,9593,Savings,2024-12-03
2196,6439,Current,2025-11-23
2197,1420,Savings,2024-08-15
2198,7272,Current,2023-11-15
2199,4003,Current,2023-09-19
2200,630,Savings,2025-07-22
2201,1835,Credit,2024-07-25
2202,5319,Savings,2025-11-27
2203,5001,Savings,2024-07-22
2204,4132,Savings,2023-07-19
2205,6730,Credit,2023-10-21
2206,2354,Savings,2025-11-02
2207,3056,Savings,2024-05-07
2208,8204,Credit,2023-06-20
2209,9624,Credit,2025-05-28
2210,3158,Savings,2024-03-23
2211,6083,Savings,2024-05-04
2212,5864,Current,2023-08-20
2213,9627,Current,2025-02-15
2214,957,Credit,2024-11-23
2215,3859,Savings,2025-11-06
2216,4809,Savings,2023-08-08
2217,6139,Current,2024-10-17
2218,8433,Current,2023-03-02
2219,7885,Current,2024-09-14
2220,7042,Credit,2023-09-10
2221,1956,Current,2025-08-07
2222,4992,Savings,2025-12-27
2223,4066,Current,2025-02-01
2224,2804,Savings,2025-06-22
2225,1025,Savings,2025-01-16
2226,8793,Credit,2023-08-19
2227,2330,Current,2025-09-01
2228,2699,Savings,2024-10-03
2229,4695,Savings,2025-09-13
2230,3027,Savings,2025-06-29
2231,7848,Savings,2024-04-22
2232,9335,Current,2024-01-29
2233,1012,Current,2023-05-02
2234,7044,Savings,2023-07-11
2235,5625,Savings,2024-02-02
2236,9296,Savings,2023-11-16
2237,9839,Savings,2023-10-25
2238,1701,Savings,2024-12-16
2239,219,Credit,2024-12-03
2240,8079,Current,2023-01-25
2241,8919,Credit,2025-03-27
2242,7153,Current,2024-10-14
2243,5827,Current,2025-08-25
2244,5586,Savings,2024-01-11
2245,8059,Savings,2025-09-07
2246,812,Current,2024-12-11
2247,5457,Savings,2024-06-03
2248,7678,Current,2023-09-05
2249,4910,Savings,2023-07-30
2250,4710,Credit,2025-12-16
2251,4522,Savings,2023-02-02
2252,9776,Savings,2025-12-18
2253,4038,Credit,2024-09-16
2254,9075,Savings,2025-08-11
2255,8012,Credit,2025-12-21
2256,432,Savings,2025-07-01
2257,8176,Current,2024-11-17
2258,9140,Savings,2025-07-21
2259,9860,Savings,2025-06-05
2260,6549,Current,2025-11-19
2261,2540,Savings,2024-02-17
2262,391,Savings,2023-12-22
2263,83,Credit,2024-02-27
2264,1003,Credit,2023-04-10
2265,8673,Savings,2024-05-19
2266,8969,Savings,2025-04-03
2267,7397,Current,2024-09-04
2268,9947,Credit,2023-02-01
2269,9441,Credit,2024-06-30
2270,9329,Savings,2023-03-25
2271,3257,Current,2023-07-20
2272,9728,Savings,2025-11-16
2273,3245,Savings,2024-02-12
2274,6008,Savings,2024-08-27
2275,523,Savings,2023-11-23
2276,1695,Current,2024-01-24
2277,2253,Savings,2024-04-28
2278,4838,Credit,2023-07-19
2279,7327,Current,2024-09-11
2280,8470,Savings,2024-10-10
2281,148,Credit,2023-08-03
2282,8149,Credit,2023-03-14
2283,3621,Current,2024-05-24
2284,9132,Savings,2025-02-19
2285,3710,Savings,2023-07-20
2286,4338,Savings,2025-02-12
2287,5095,Savings,2023-03-02
2288,9416,Savings,2024-12-16
2289,7473,Current,2023-03-16
2290,3364,Savings,2023-10-27
2291,3024,Savings,2025-12-25
2292,1818,Savings,2023-01-04
2293,684,Savings,2025-07-25
2294,5508,Savings,2024-03-18
2295,6732,Savings,2025-10-11
2296,9425,Credit,2024-12-15
2297,8809,Current,2024-03-15
2298,2911,Savings,2023-07-08
2299,2018,Credit,2023-05-11
2300,4224,Current,2025-02-16
2301,2185,Savings,2023-04-22
2302,1358,Savings,2024-04-16
2303,6692,Savings,2023-10-19
2304,6532,Savings,2025-07-11
2305,4667,Savings,2025-03-08
2306,7398,Current,2023-08-13
2307,2469,Credit,2024-12-28
2308,7292,Savings,2024-03-27
2309,7256,Savings,2025-05-28
2310,3921,Savings,2024-06-05
2311,4237,Credit,2025-11-04
2312,1940,Savings,2024-09-09
2313,3857,Savings,2024-02-17
2314,51,Savings,2023-08-09
2315,7131,Current,2025-07-09
2316,1361,Savings,2023-10-30
2317,6806,Current,2024-12-24
2318,8558,Savings,2025-04-06
2319,6031,Savings,2024-07-05
2320,3046,Savings,2024-09-08
2321,258,Credit,2023-07-12
2322,45,Savings,2025-08-16
2323,8461,Credit,2023-05-15
2324,1335,Savings,2025-07-02
2325,672,Savings,2025-05-14
2326,7001,Current,2024-11-11
2327,3639,Savings,2024-10-15
2328,6086,Savings,2023-11-20
2329,235,Savings,2024-06-14
2330,6835,Savings,2025-06-22
2331,3208,Savings,2025-04-05
2332,5565,Savings,2023-07-20
2333,2401,Savings,2023-11-05
2334,9610,Savings,2025-08-11
2335,5090,Current,2024-03-04
2336,7552,Savings,2023-04-15
2337,5006,Current,2024-05-15
2338,7491,Savings,2023-01-06
2339,7741,Current,2025-05-12
2340,8632,Current,2025-03-11
2341,5183,Current,2023-12-30
2342,651,Current,2023-12-08
2343,34,Savings,2024-03-08
2344,3033,Savings,2025-06-10
2345,7645,Current,2025-04-30
2346,1111,Savings,2024-01-24
2347,8654,Savings,2024-02-06
2348,8514,Savings,2023-04-16
2349,4511,Savings,2023-08-27
2350,1875,Current,2025-08-09
2351,3040,Savings,2023-11-17
2352,1257,Savings,2024-01-12
2353,3241,Credit,2024-03-30
2354,4264,Savings,2024-04-08
2355,5270,Savings,2025-11-07
2356,7718,Credit,2024-02-03
2357,1410,Savings,2023-01-29
2358,1833,Credit,2024-05-13
2359,2025,Savings,2025-01-22
2360,5737,Savings,2023-05-22
2361,4994,Savings,2024-06-01
2362,7635,Current,2024-03-26
2363,4958,Credit,2024-04-20
2364,3214,Credit,2024-04-19
2365,6209,Current,2024-02-13
2366,9645,Savings,2025-11-23
2367,6454,Credit,2023-05-15
2368,2754,Current,2024-01-28
2369,7329,Savings,2023-05-19
2370,306,Credit,2025-07-21
2371,1385,Credit,2024-01-18
2372,3368,Current,2024-11-06
2373,1575,Savings,2024-11-28
2374,873,Credit,2023-10-18
2375,8361,Savings,2025-06-11
2376,5579,Current,2025-10-23
2377,9796,Savings,2025-06-03
2378,1031,Credit,2023-07-01
2379,7765,Savings,2024-10-25
2380,9927,Current,2023-10-12
2381,6732,Savings,2025-01-12
2382,6906,Current,2024-05-01
2383,4443,Credit,2025-12-10
2384,3668,Credit,2023-07-19
2385,1277,Savings,2025-07-05
2386,6554,Savings,2023-01-31
2387,543,Savings,2025-09-21
2388,8547,Savings,2023-10-05
2389,4809,Credit,2025-04-19
2390,7732,Current,2023-07-19
2391,584,Savings,2023-05-30
2392,511,Savings,2024-02-08
2393,6677,Current,2024-09-20
2394,6672,Savings,2025-10-07
2395,9139,Savings,2023-07-05
2396,7696,Savings,2023-05-30
2397,3474,Savings,2023-09-07
2398,1199,Savings,2025-04-11
2399,3996,Credit,2023-10-25
2400,4536,Savings,2025-12-31
2401,5872,Credit,2025-01-25
2402,3304,Current,2024-04-25
2403,2448,Current,2023-02-10
2404,9409,Savings,2023-08-23
2405,7740,Savings,2024-10-11
2406,6845,Savings,2025-01-30
2407,1291,Current,2025-07-13
2408,5835,Current,2025-03-17
2409,7550,Credit,2024-03-30
2410,6688,Savings,2024-06-28
2411,8694,Savings,2023-11-27
2412,7429,Savings,2023-03-20
2413,387,Savings,2024-07-19
2414,8604,Savings,2025-03-10
2415,2007,Credit,2025-08-22
2416,5214,Savings,2024-04-30
2417,2148,Credit,2025-06-30
2418,3869,Savings,2025-01-03
2419,9531,Savings,2023-09-19
2420,6038,Current,2024-10-24
2421,6638,Savings,2023-03-13
2422,353,Credit,2025-05-19
2423,4965,Credit,2024-06-30
2424,3189,Current,2023-05-08
2425,1303,Credit,2025-10-28
2426,7750,Savings,2025-11-30
2427,847,Savings,2024-11-04
2428,7522,Credit,2025-01-11
2429,8718,Savings,2023-06-29
2430,2525,Savings,2025-10-23
2431,1879,Savings,2024-04-04
2432,4106,Savings,2023-12-01
2433,3631,Current,2023-11-09
2434,7671,Savings,2025-02-02
2435,6668,Savings,2025-01-01
2436,2820,Savings,2024-07-08
2437,5980,Savings,2023-03-29
2438,8078,Credit,2023-02-12
2439,9251,Current,2023-10-02
2440,2490,Savings,2025-11-13
2441,5689,Savings,2024-12-28
2442,3265,Savings,2024-07-20
2443,6024,Savings,2025-09-03
2444,2294,Current,2024-06-29
2445,675,Savings,2023-01-12
2446,6258,Savings,2025-10-06
2447,1012,Current,2024-08-14
2448,8986,Current,2025-08-02
2449,233,Current,2024-11-03
2450,3028,Current,2025-07-19
2451,3610,Savings,2025-11-06
2452,2174,Savings,2024-07-01
2453,3385,Current,2024-01-12
2454,2329,Savings,2024-06-03
2455,798,Savings,2025-05-23
2456,7122,Current,2025-06-24
2457,3685,Current,2023-10-15
2458,4488,Savings,2025-11-15
2459,7691,Savings,2024-06-24
2460,2590,Current,2025-12-16
2461,4702,Savings,2024-02-10
2462,8701,Savings,2023-09-27
2463,7668,Current,2023-09-19
2464,6415,Savings,2024-08-07
2465,1464,Savings,2025-12-28
2466,3111,Savings,2024-09-25
2467,1048,Credit,2025-02-23
2468,4872,Credit,2024-09-03
2469,5290,Credit,2024-04-07
2470,4436,Savings,2024-11-23
2471,8361,Current,2024-03-06
2472,1562,Credit,2025-05-15
2473,7860,Savings,2023-05-14
2474,6806,Savings,2023-10-24
2475,7813,Current,2025-02-27
2476,6287,Credit,2023-11-15
2477,7844,Credit,2024-04-14
2478,575,Savings,2023-02-05
2479,9935,Credit,2025-09-16
2480,4017,Savings,2025-09-18
2481,7228,Savings,2025-06-19
2482,4025,Credit,2024-08-29
2483,8723,Credit,2024-11-29
2484,991,Current,2023-12-07
2485,2121,Credit,2025-04-04
2486,4965,Current,2024-03-12
2487,2442,Savings,2024-07-23
2488,5878,Credit,2023-11-26
2489,2521,Credit,2023-05-09
2490,4409,Savings,2025-11-05
2491,9654,Savings,2025-11-09
2492,952,Savings,2025-01-29
2493,965,Credit,2023-10-28
2494,2135,Current,2025-09-11
2495,4455,Credit,2024-08-03
2496,8887,Savings,2025-11-22
2497,2245,Current,2025-12-12
2498,2804,Credit,2024-10-10
2499,3912,Savings,2025-02-01
2500,1409,Current,2024-08-01
2501,5238,Current,2024-05-22
2502,4594,Current,2024-05-29
2503,8052,Current,2023-09-21
2504,8654,Credit,2023-07-24
2505,7664,Savings,2023-11-21
2506,9810,Savings,2025-04-14
2507,7114,Credit,2024-10-30
2508,8143,Savings,2025-04-16
2509,6378,Savings,2025-11-09
2510,8609,Savings,2023-01-30
2511,5602,Savings,2024-06-12
2512,1389,Current,2023-11-24
2513,6297,Current,2024-03-23
2514,4368,Current,2025-10-05
2515,9939,Current,2024-11-03
2516,3979,Savings,2023-02-07
2517,4491,Savings,2023-01-27
2518,853,Credit,2023-02-06
2519,6378,Savings,2024-05-14
2520,9904,Savings,2023-09-03
2521,6502,Current,2024-11-24
2522,8115,Savings,2025-01-27
2523,8429,Savings,2025-12-17
2524,1057,Savings,2023-08-05
2525,2261,Credit,2025-04-05
2526,9218,Savings,2024-10-11
2527,909,Savings,2023-12-17
2528,450,Current,2023-11-24
2529,569,Credit,2023-11-14
2530,3499,Current,2023-09-25
2531,5871,Savings,2023-07-26
2532,1309,Savings,2023-07-10
2533,718,Savings,2025-01-13
2534,9162,Current,2025-06-13
2535,3346,Current,2024-09-08
2536,7215,Savings,2024-02-05
2537,7683,Current,2024-12-14
2538,2719,Current,2024-12-06
2539,9096,Credit,2024-11-09
2540,9643,Current,2025-11-29
2541,1456,Current,2025-05-04
2542,7298,Credit,2024-04-09
2543,7036,Savings,2023-06-10
2544,4231,Savings,2025-04-17
2545,532,Current,2024-11-21
2546,2268,Savings,2025-01-09
2547,333,Savings,2024-12-27
2548,5250,Credit,2024-05-07
2549,7200,Current,2023-07-01
2550,5722,Credit,2023-12-24
2551,9514,Credit,2025-10-24
2552,8013,Savings,2024-11-06
2553,7929,Current,2025-05-22
2554,9901,Credit,2025-10-24
2555,6501,Savings,2023-10-19
2556,401,Current,2025-09-01
2557,7040,Current,2023-03-04
2558,3992,Savings,2025-10-28
2559,9671,Savings,2023-06-27
2560,1058,Savings,2025-04-27
2561,7934,Savings,2024-01-30
2562,2994,Current,2024-06-21
2563,8234,Credit,2025-09-13
2564,27,Savings,2023-05-23
2565,3534,Savings,2024-12-27
2566,2619,Current,2023-05-03
2567,9363,Credit,2023-11-04
2568,6640,Current,2024-07-05
2569,6630,Current,2025-11-22
2570,7628,Current,2024-03-09
2571,7043,Current,2025-09-12
2572,8903,Savings,2024-05-09
2573,2019,Savings,2025-05-30
2574,4879,Savings,2025-07-20
2575,2899,Savings,2024-12-23
2576,6076,Savings,2025-10-15
2577,2048,Current,2025-11-16
2578,5203,Savings,2025-04-17
2579,1559,Savings,2023-07-07
2580,1723,Current,2023-05-26
2581,4053,Savings,2024-12-13
2582,1652,Savings,2023-08-15
2583,5223,Credit,2025-07-16
2584,1779,Savings,2023-10-25
2585,684,Savings,2023-06-04
2586,9472,Savings,2025-06-19
2587,2011,Credit,2025-04-08
2588,9408,Current,2025-08-12
2589,2583,Savings,2024-02-24
2590,8506,Current,2023-04-02
2591,7444,Savings,2025-12-06
2592,5493,Savings,2024-04-21
2593,444,Current,2024-04-11
2594,1672,Savings,2024-12-15
2595,3267,Savings,2024-03-20
2596,7426,Savings,2023-11-21
2597,5910,Credit,2024-08-07
2598,7015,Credit,2025-10-09
2599,5480,Current,2025-02-26
2600,7820,Credit,2023-10-27
2601,5142,Current,2024-06-25
2602,716,Credit,2024-05-16
2603,892,Savings,2023-02-10
2604,3808,Current,2023-04-25
2605,501,Credit,2024-05-19
2606,2641,Credit,2023-01-13
2607,9546,Savings,2024-12-09
2608,8895,Savings,2024-06-30
2609,2334,Credit,2023-01-16
2610,2195,Current,2023-11-20
2611,6938,Credit,2025-03-26
2612,8576,Current,2025-12-13
2613,9078,Credit,2023-08-12
2614,1592,Savings,2023-02-06
2615,5060,Savings,2024-02-29
2616,4399,Current,2024-08-01
2617,4441,Credit,2025-11-29
2618,1784,Current,2024-04-05
2619,5386,Savings,2023-08-19
2620,4118,Current,2023-03-06
